Name,Organization_NPI,ABCD,Office_Email,Office_Hours,Apple_Health,Signed_up_to_Dentistlink,Facility_Type,Provider_Type,Delta_Dental_of_WA,Adult,Pediatric,Orthodontics,Dentures,Extractions,Billing_Address_Line_1,Billing_City,Billing_Zip/Postal_Code,Billing State/Province,Account_Owner,Latitude,Longitude,Google_Maps_link,sp_id
Richard A Pedersen DDS,1568593499,0,,,1,0,Private,,0,Appointment Only,Not Accepting,Not Accepting,Not Accepting,,2075 State Hwy 105,Grayland,98547,WA,Lindsey Lenox,46.798801,-124.091428,http://maps.google.com/maps?&z=10&q=46.79880139999999+-124.09142800000001&ll=46.79880139999999+-124.09142800000001,
Richard A Schrader DDS,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1514 Madison St,Wenatchee,98801,WA,Lindsey Lenox,47.424809,-120.339477,http://maps.google.com/maps?&z=10&q=47.4248088+-120.33947740000002&ll=47.4248088+-120.33947740000002,
Richard D Christensen DDS,1073623757,0,info@rcortho.com,,1,0,,,0,Not Accepting,Appointment Only,Appointment Only,Not Accepting,,721 N 39Th,Yakima,98902,WA,Lindsey Lenox,46.609965,-120.559023,http://maps.google.com/maps?&z=10&q=46.60996530000001+-120.5590234&ll=46.60996530000001+-120.5590234,
Richard G Witter DDS PLLC,1750463998,0,dr.witter@hotmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3150 E 27Th Ave # 200,Spokane,99223,WA,Lindsey Lenox,47.629959,-117.363562,http://maps.google.com/maps?&z=10&q=47.62995859999999+-117.36356219999999&ll=47.62995859999999+-117.36356219999999,
Richland Dental Center PLLC,1235521600,0,cybersnyderdds@verizon.net,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1050 Gilmore St Ste B,Richland,99352,WA,Lindsey Lenox,46.28141,-119.27654,http://maps.google.com/maps?&z=10&q=46.2814099+-119.27654029999997&ll=46.2814099+-119.27654029999997,
Rite Aid Pharmacy 05242,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,5242 8090 Guide Meridian,Lynden,98264,WA,Lindsey Lenox,48.934689,-122.484533,http://maps.google.com/maps?&z=10&q=48.934689+-122.484533&ll=48.934689+-122.484533,
Riverside Dental Clinic,1982069290,0,billing@riversidemdc.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,34705 N Newport Hwy Ste B,Chattaroy,99003,WA,Lindsey Lenox,47.970836,-117.349794,http://maps.google.com/maps?&z=10&q=47.970836+-117.3497941&ll=47.970836+-117.3497941,
Robert B Heinrich DDS,1124111679,1,office@heinrichdds.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,10121 N Nevada #302,Spokane,99218,WA,Lindsey Lenox,47.750733,-117.395674,http://maps.google.com/maps?&z=10&q=47.75073339999999+-117.39567420000003&ll=47.75073339999999+-117.39567420000003,
Robert A Larson DDS,1467547059,0,hfd412@hotmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,412 S 13Th St,Sunnyside,98944,WA,Lindsey Lenox,46.32439,-120.003172,http://maps.google.com/maps?&z=10&q=46.3243899+-120.0031717&ll=46.3243899+-120.0031717,
Robert Jun Lee DDS PLLC,,0,,,0,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,18505 Alderwood Mall Pkwy Ste D,Lynnwood,98037,WA,Lindsey Lenox,47.831638,-122.268406,http://maps.google.com/maps?&z=10&q=47.8316378+-122.2684056&ll=47.8316378+-122.2684056,
Aspen Oral & Facial Cosmetic Surgery and Aspen Aesthetics,,0,steadoms@sprintmail.com,Office hours:  Mon-Fri Standard ? 8am-5pm,1,1,Private,Oral Surgeon,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,Oral Surgery,801 W 5Th Ave Ste 212,Spokane,99204,WA,Lindsey Lenox,47.650959,-117.423686,http://maps.google.com/maps?&z=10&q=47.6509594+-117.42368550000003&ll=47.6509594+-117.42368550000003,
Robert R. Shaw DMD,1255334025,0,nicole@shawdental.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2700 S Southeast Blvd #101,Spokane,99223,WA,Lindsey Lenox,47.629674,-117.375929,http://maps.google.com/maps?&z=10&q=47.6296737+-117.37592860000001&ll=47.6296737+-117.37592860000001,
Robert W Perkins DDS,1063406353,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,6456 S Central Ave,Clinton,98236,WA,Lindsey Lenox,47.9765,-122.357215,http://maps.google.com/maps?&z=10&q=47.97649970000001+-122.35721460000002&ll=47.97649970000001+-122.35721460000002,
Robert W Peyton DDS,1437129962,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,6206 168Th Sw Suite C,Lynnwood,98037,WA,Lindsey Lenox,47.846475,-122.317625,http://maps.google.com/maps?&z=10&q=47.8464748+-122.3176254&ll=47.8464748+-122.3176254,
Roger E Rudd,1346387446,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,12 E Rowan # 4,Spokane,99207,WA,Lindsey Lenox,47.707901,-117.41047,http://maps.google.com/maps?&z=10&q=47.7079014+-117.4104696&ll=47.7079014+-117.4104696,
Vancouver Dentist Ronald A Lund DDS,1730190406,0,molly1877@hotmail.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,7819 Ne 13Th Ave,Vancouver,98665,WA,Lindsey Lenox,45.679244,-122.65887,http://maps.google.com/maps?&z=10&q=45.6792443+-122.65886990000001&ll=45.6792443+-122.65886990000001,
Ronald Ellingsen DDS PS,1780778662,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,9915 N Division,Spokane,99218,WA,Lindsey Lenox,47.747268,-117.411987,http://maps.google.com/maps?&z=10&q=47.747268+-117.41198689999999&ll=47.747268+-117.41198689999999,
Ryan S Kezele DDS,1508071705,0,ryankezeledds@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,606 S 48Th Ave,Yakima,98908,WA,Lindsey Lenox,46.592135,-120.572639,http://maps.google.com/maps?&z=10&q=46.5921347+-120.57263890000002&ll=46.5921347+-120.57263890000002,
Columbia Basin Denture Care-p,1295928752,0,,,1,1,Private,Denturist,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,1225 Meade Ave,Prosser,99350,WA,Lindsey Lenox,46.205706,-119.768527,http://maps.google.com/maps?&z=10&q=46.20570559999999+-119.76852710000003&ll=46.20570559999999+-119.76852710000003,
Colville Community Dental Clinic,,1,lynw@newhp.org,,1,1,FQHC,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,370 N Main St,Colville,99114,WA,Lindsey Lenox,48.54744,-117.905602,http://maps.google.com/maps?&z=10&q=48.5474396+-117.90560199999999&ll=48.5474396+-117.90560199999999,
Comfort Dental,1619308137,0,federalway@comfortdental.biz,,1,1,Private,Dentist,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,31401 Pacific Hwy S,Federal Way,98003,WA,Lindsey Lenox,47.320475,-122.313839,http://maps.google.com/maps?&z=10&q=47.3204747+-122.31383870000002&ll=47.3204747+-122.31383870000002,
Comfort Dental Lacey,1831520162,0,,,0,0,,,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1110 Galaxy Dr Ne Unit J,Lacey,98516,WA,Lindsey Lenox,47.055925,-122.769042,http://maps.google.com/maps?&z=10&q=47.0559253+-122.76904239999999&ll=47.0559253+-122.76904239999999,
Comfort Dental Lake Meridian,1093110215,0,lakemeridian@comfortdental.biz,"Office Standard Hours: Mon-Fri, 8AM to 5PM Open Mornings Before 8:00AM Open After 5PM, to 7:30PM Sat: 7:30AM-1:30PM",1,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,12906 SE Kent Kangley Rd,Kent,98030,WA,Lindsey Lenox,47.35876,-122.168639,http://maps.google.com/maps?&z=10&q=47.3587595+-122.16863890000002&ll=47.3587595+-122.16863890000002,
Comfort Dental West Kent,1083019210,0,,,0,1,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,23241 Pacific Hwy S,Kent,98032,WA,Lindsey Lenox,47.39275,-122.295392,http://maps.google.com/maps?&z=10&q=47.3927501+-122.2953923&ll=47.3927501+-122.2953923,
Comfy Denture & Hearing Clinic,1174066484,0,comfyclinic@gmail.com,"Non-Standard Hours: Tues, Thurs, Only:  9:00AM to 5PM.",1,1,Private,Denturist,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,"18802 Mountain View Dr E, Suite #A",Bonney Lake,98391,WA,Lindsey Lenox,47.17889,-122.180118,http://maps.google.com/maps?&z=10&q=47.17889+-122.1801178&ll=47.17889+-122.1801178,
Community Health Association Of,1598976409,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,9227 E Main Ave,Spokane Valley,99206,WA,Lindsey Lenox,47.659362,-117.281112,http://maps.google.com/maps?&z=10&q=47.6593615+-117.2811125&ll=47.6593615+-117.2811125,
Community Health Of Central WA,1205046141,1,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,521 E Mountain View Ave,Ellensburg,98926,WA,Lindsey Lenox,46.985042,-120.540396,http://maps.google.com/maps?&z=10&q=46.9850418+-120.54039599999999&ll=46.9850418+-120.54039599999999,
Complete Dental Care,1750834883,0,kentdentalclinic@hotmail.com,Non-Standard Hours: Monday 12?6PM  Tuesday 10AM?6PM  Wednesday 9AM?6PM  Thursday 7AM?2PM  Friday 10AM?5PM  Saturday 8AM?2PM,1,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,10725 Se 256Th St Ste 1,Kent,98030,WA,Lindsey Lenox,47.372299,-122.197988,http://maps.google.com/maps?&z=10&q=47.37229929999999+-122.19798830000002&ll=47.37229929999999+-122.19798830000002,
Concrete Dental,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,45860 Main St,Concrete,98237,WA,Lindsey Lenox,48.538752,-121.74754,http://maps.google.com/maps?&z=10&q=48.538752+-121.74753989999999&ll=48.538752+-121.74753989999999,
Continental Healthcare LLC,,0,katrina@awarddental.net,,1,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,431 E Ward St,Kent,98030,WA,Lindsey Lenox,47.3827,-122.228606,http://maps.google.com/maps?&z=10&q=47.3826997+-122.22860639999999&ll=47.3826997+-122.22860639999999,
Cornelius A Nicholson DDS Pc,,0,,,1,0,,,1,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,2815 S Mcclellan Street,Seattle,98144,WA,Lindsey Lenox,47.578071,-122.295603,http://maps.google.com/maps?&z=10&q=47.5780706+-122.2956031&ll=47.5780706+-122.2956031,
Creekside Dental Ellensburg Pllc,1275862468,1,email@creeksideellensburg.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,2601 Triple L Loop,Ellensburg,98926,WA,Lindsey Lenox,47.007915,-120.588176,http://maps.google.com/maps?&z=10&q=47.007915+-120.58817599999998&ll=47.007915+-120.58817599999998,
Crossroads Dental Specialist,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1811 156Th Ave Ne Ste 6,Bellevue,98007,WA,Lindsey Lenox,47.625839,-122.132418,http://maps.google.com/maps?&z=10&q=47.6258391+-122.13241820000002&ll=47.6258391+-122.13241820000002,
Crossroads Family Dental PLLC,,1,cfd1811@gmail.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1811 156Th Ave Ne Ste 3,Bellevue,98007,WA,Lindsey Lenox,47.625839,-122.132418,http://maps.google.com/maps?&z=10&q=47.6258391+-122.13241820000002&ll=47.6258391+-122.13241820000002,
Crystal Dental Inc,,0,info@crystaldentalinc.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,12644 164th Ave SE,Renton,98059,WA,Lindsey Lenox,47.489216,-122.122014,http://maps.google.com/maps?&z=10&q=47.4892159+-122.12201419999997&ll=47.4892159+-122.12201419999997,
Daniel D Bekker DDS,1043309743,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,8028 Corliss Ave N,Seattle,98103,WA,Lindsey Lenox,47.687827,-122.330661,http://maps.google.com/maps?&z=10&q=47.6878269+-122.33066080000003&ll=47.6878269+-122.33066080000003,
Daniel H Gilbert DDS,1992812804,0,ann@gilbertfamilydentistry.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,18537 1St Ave S #A,Normandy Park,98148,WA,Lindsey Lenox,47.43661,-122.335698,http://maps.google.com/maps?&z=10&q=47.4366104+-122.33569769999997&ll=47.4366104+-122.33569769999997,
Daniel Schruth,,1,evergreenorthodontics@gmail.com,,1,0,Private,Orthodontist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1305 Ne 43Rd St Suite 104,Seattle,98105,WA,Lindsey Lenox,47.65967,-122.313951,http://maps.google.com/maps?&z=10&q=47.6596704+-122.31395120000002&ll=47.6596704+-122.31395120000002,
Daryl B Eckland DDS,1770583825,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,17330 135Th Ave Ne Ste 1A,Woodinville,98072,WA,Lindsey Lenox,47.753229,-122.158396,http://maps.google.com/maps?&z=10&q=47.7532285+-122.15839629999999&ll=47.7532285+-122.15839629999999,
Ash & Rowan Family Dentistry,,1,office@ashrowandental.com,Office hours Mon-Thur Standard ? 8am-5pm Morning ? before 8am Evening ? Before 4:30pm Fri-7AM to 1PM,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,5528 N Ash Street,Spokane,99205,WA,Lindsey Lenox,47.708599,-117.435783,http://maps.google.com/maps?&z=10&q=47.7085993+-117.43578289999999&ll=47.7085993+-117.43578289999999,
Sauk-Suiattle Indian Tribe,1265588537,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,5318 Chief Brown Ln,Darrington,98241,WA,Lindsey Lenox,48.320038,-121.552978,http://maps.google.com/maps?&z=10&q=48.3200381+-121.55297760000002&ll=48.3200381+-121.55297760000002,
Thurston Dental,,1,thurstondental@gmail.com,,1,1,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,220 Lilly Rd Ne Ste B,Lacey,98506,WA,Konstanza Von Sternberg,47.048768,-122.844474,http://maps.google.com/maps?&z=10&q=47.0487682+-122.84447410000001&ll=47.0487682+-122.84447410000001,
Scott L Soderstrom DDS,1457326878,0,tracy@slsdds.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,101 W Cascade Way #200,Spokane,99208,WA,Konstanza Von Sternberg,47.729454,-117.4115,http://maps.google.com/maps?&z=10&q=47.7294535+-117.4114998&ll=47.7294535+-117.4114998,
Scott Stewart DMD PLLC,1003953142,1,info@scottstewartdmd.com,,1,1,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,2021 Nw Myhre Rd Ste 107,Silverdale,98383,WA,Lindsey Lenox,47.652287,-122.677713,http://maps.google.com/maps?&z=10&q=47.6522874+-122.67771340000002&ll=47.6522874+-122.67771340000002,
Seattle Childrens Dept of Dental Medicine,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4801 Sand Point Way Ne,Seattle,98105,WA,Lindsey Lenox,47.664752,-122.283268,http://maps.google.com/maps?&z=10&q=47.6647524+-122.28326779999998&ll=47.6647524+-122.28326779999998,
Seattle Indian Health Board,1497820542,0,info@sihb.org,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,611 12Th Ave S,Seattle,98144,WA,Lindsey Lenox,47.597283,-122.317933,http://maps.google.com/maps?&z=10&q=47.5972829+-122.31793329999999&ll=47.5972829+-122.31793329999999,
Seattle King County Department,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,402 5Th Ave Ste 1200,Seattle,98104,WA,Lindsey Lenox,47.602419,-122.327628,http://maps.google.com/maps?&z=10&q=47.6024192+-122.327628&ll=47.6024192+-122.327628,
Sedro Woolley Family Dental Center,1184963845,0,swfamilydental@comcast.net,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,830 Metcalf St,Sedro Woolley,98284,WA,Lindsey Lenox,48.503477,-122.239002,http://maps.google.com/maps?&z=10&q=48.5034769+-122.2390019&ll=48.5034769+-122.2390019,
Serenity Dental,1013311729,1,serenitydentalsmiles@gmail.com,Office hours:  Mon-Fri 9am-5pm Evening ? after 5pm,1,0,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,Limited Extractions,6614 E Mill Plain Blvd,Vancouver,98661,WA,Lindsey Lenox,45.627625,-122.60326,http://maps.google.com/maps?&z=10&q=45.6276247+-122.60325990000001&ll=45.6276247+-122.60325990000001,
"Shannon I. Magnuson, DDS, MSD,",1508183450,0,sheila@magnusonortho.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,10121 N Nevada St Ste 201,Spokane,99218,WA,Lindsey Lenox,47.750733,-117.395674,http://maps.google.com/maps?&z=10&q=47.75073339999999+-117.39567420000003&ll=47.75073339999999+-117.39567420000003,
Shawn R Mcdevitt,1447270772,0,smcdevitt@yvn.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,307 S 11Th Ave,Yakima,98902,WA,Lindsey Lenox,46.593808,-120.52175,http://maps.google.com/maps?&z=10&q=46.5938083+-120.52175019999999&ll=46.5938083+-120.52175019999999,
Silver Creek Dental and Vision Center,1831127687,1,silvercreekdentistry@gmail.com,"Mon-Fri Standard ? 8am-5pm Morning ? after 8:30am Weekend hours Sat, 8am-4pm Closed For Lunch, 12pm-1pm",1,0,,,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,10315 19Th Ave Se Ste 102,Everett,98208,WA,Lindsey Lenox,47.904135,-122.20696,http://maps.google.com/maps?&z=10&q=47.9041345+-122.2069596&ll=47.9041345+-122.2069596,
Skokomish Health Center,1457506081,0,credentialing@hopepma.com,Standard hours-Mon-Fri 8am-5pm,1,0,Tribal,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,North 100 Tribal Center Rd,Shelton,98584,WA,Lindsey Lenox,47.322549,-123.145602,http://maps.google.com/maps?&z=10&q=47.322549+-123.145602&ll=47.322549+-123.145602,
Sleep Lab at Memorial,,0,,"Mon-Fri-Standard 8am-5pm Fridays, before 12PM",0,0,Private,Dental Therapist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,406 S 30Th Ave Ste 206 Suite 206,Yakima,98902,WA,Lindsey Lenox,46.594078,-120.549115,http://maps.google.com/maps?&z=10&q=46.5940782+-120.54911529999998&ll=46.5940782+-120.54911529999998,
Sleepy Smiles of Washington,1881001477,0,,Standard hours: Mon-Fri 8am-5pm,1,0,Private,Dental Therapist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,212 South 92Nd Ave,Yakima,98908,WA,Lindsey Lenox,46.595266,-120.630881,http://maps.google.com/maps?&z=10&q=46.5952664+-120.63088119999998&ll=46.5952664+-120.63088119999998,
Smile Care,1669608048,0,,Mon-Fri Standard ? 8am-5pm,1,0,Private,Hygienist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3145 107Th Ave Sw,Olympia,98512,WA,Lindsey Lenox,46.93202,-122.949662,http://maps.google.com/maps?&z=10&q=46.9320196+-122.9496618&ll=46.9320196+-122.9496618,
Smile Dr. Family & Cosmetic Dentistry,1689928376,1,brightsmiletacoma@gmail.com,Mon-Fri 8am-5pm,1,0,Private,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,8811 S Tacoma Way Ste 103,Lakewood,98499,WA,Lindsey Lenox,47.176972,-122.483806,http://maps.google.com/maps?&z=10&q=47.17697219999999+-122.4838057&ll=47.17697219999999+-122.4838057,
Smile Now Dental-Tacoma,1629315452,0,,"Mon, Thurs, Fri-10am-6pm Tues-Closed Wed, 9am-6pm Weekends: Sat 9-5pm",0,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,158 138th St. So.,Tacoma,98444,WA,Lindsey Lenox,47.131278,-122.433721,http://maps.google.com/maps?&z=10&q=47.1312779+-122.43372139999997&ll=47.1312779+-122.43372139999997,
SmileRight Orthodontics Aberdeen,1134429848,0,,"Mon, 7am-2pm  Tues, 7:30am-5pm  wed, 8am-4pm",0,0,Private,Orthodontist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,611 N F St,Aberdeen,98520,WA,Lindsey Lenox,46.981852,-123.819275,http://maps.google.com/maps?&z=10&q=46.9818521+-123.8192755&ll=46.9818521+-123.8192755,
Smiles 4 Kids Lacey,1982026407,1,smiles4kidswa@gmail.com,"Mon-Fri  8am-5pm  Mon, Wed, Thurs, Mornings After 9am  Tues, Mornings before 8am  Evenings after 5PM  Closed Fri-Sun",1,1,Private,,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,909 Sleater Kinney Rd Se Ste 3,Lacey,98503,WA,Lindsey Lenox,47.039897,-122.834429,http://maps.google.com/maps?&z=10&q=47.0398974+-122.83442880000001&ll=47.0398974+-122.83442880000001,
Smiles 4 Kids - Union Ave,1194151845,1,smiles4kidsallenmore@yahoo.com,"Mon-Fri  8am-5pm  Mon, Wed, Thurs, Mornings After 9am  Tues, Mornings before 8am  Evenings after 5PM  Closed Fri-Sun",1,0,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1901 S Union Ave Ste B3008,Tacoma,98405,WA,Lindsey Lenox,47.241589,-122.480959,http://maps.google.com/maps?&z=10&q=47.241589+-122.4809591&ll=47.241589+-122.4809591,
Smiles by Design,1528508322,0,info@shawnkellerdds.com,Mon-Fri Standard ? 8am-5pm Closed Mondays Evening ? before 4pm,1,0,Private,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,7530 164TH AVE NE,Redmond,98052,WA,Lindsey Lenox,47.67152,-122.121254,http://maps.google.com/maps?&z=10&q=47.67152+-122.1212544&ll=47.67152+-122.1212544,
Smiles Dental Spokane,1285003954,1,credentialing@welovesmiles.com,"Mon-Wed 8am-5pm Mornings, before 8am",1,1,Private,Pediatric,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,No Extractions,101 W Cascade Way Ste 101,Spokane,99208,WA,Lindsey Lenox,47.729454,-117.4115,http://maps.google.com/maps?&z=10&q=47.7294535+-117.4114998&ll=47.7294535+-117.4114998,
Smiles Dental,1285093385,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,19221 Se 34Th St Ste 106,Camas,98607,WA,Konstanza Von Sternberg,45.596629,-122.477145,http://maps.google.com/maps?&z=10&q=45.5966285+-122.47714539999998&ll=45.5966285+-122.47714539999998,
Smiles Dental Vancouver,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,8311 Ne Highway 99 Ste 106,Vancouver,98665,WA,Lindsey Lenox,45.682606,-122.66064,http://maps.google.com/maps?&z=10&q=45.6826056+-122.66064010000002&ll=45.6826056+-122.66064010000002,
Smith Orthodontics,,0,,"Office hours: Mon-Fri Standard ? 8am-5pm  Morning;  Tues, Thurs? before 8am",1,0,Private,Orthodontist,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,101 W Cascade Way Ste 100,Spokane,99208,WA,Lindsey Lenox,47.729454,-117.4115,http://maps.google.com/maps?&z=10&q=47.7294535+-117.4114998&ll=47.7294535+-117.4114998,
Snohomish Health District,1851531529,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,3020 Rucker Ave Ste 306,Everett,98201,WA,Lindsey Lenox,47.977359,-122.211878,http://maps.google.com/maps?&z=10&q=47.9773589+-122.21187839999999&ll=47.9773589+-122.21187839999999,
Little Sunshine Pediatric Dentistry,,1,,,1,0,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,21807 76Th Ave W # 2,Edmonds,98026,WA,Lindsey Lenox,47.801284,-122.335367,http://maps.google.com/maps?&z=10&q=47.8012843+-122.33536679999997&ll=47.8012843+-122.33536679999997,
Sound Dental Care,1285001065,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2236 Ne Castle Dr,Poulsbo,98370,WA,Lindsey Lenox,47.687932,-122.619375,http://maps.google.com/maps?&z=10&q=47.6879318+-122.61937490000003&ll=47.6879318+-122.61937490000003,
Sound Smiles Pediatric Dentistry-Tacoma,,0,soundsmilestacoma@gmail.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1628 S Mildred St Ste 201,Tacoma,98465,WA,Lindsey Lenox,47.245719,-122.527649,http://maps.google.com/maps?&z=10&q=47.2457189+-122.52764930000001&ll=47.2457189+-122.52764930000001,
South Hill Gentle Dentistry,,0,info@spokanegentledentistry.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3151 E 29Th Ave,Spokane,99223,WA,Lindsey Lenox,47.628544,-117.363535,http://maps.google.com/maps?&z=10&q=47.62854369999999+-117.36353489999999&ll=47.62854369999999+-117.36353489999999,
South Hill Pediatric Dentistry,1942518154,1,officemgr@southhillpediatricdentistry.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,2020 E 29Th Ave Ste 130,Spokane,99203,WA,Lindsey Lenox,47.62792,-117.381056,http://maps.google.com/maps?&z=10&q=47.6279197+-117.3810565&ll=47.6279197+-117.3810565,
Southridge Dental,1215326202,0,kennewickdds@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3911 W 27Th Ave,Kennewick,99337,WA,Lindsey Lenox,46.184053,-119.172367,http://maps.google.com/maps?&z=10&q=46.1840533+-119.17236650000001&ll=46.1840533+-119.17236650000001,
Metropolitan Development Council,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2342 Tacoma Ave S,Tacoma,98402,WA,Lindsey Lenox,47.239485,-122.441653,http://maps.google.com/maps?&z=10&q=47.2394848+-122.44165250000003&ll=47.2394848+-122.44165250000003,
Metropolitan Development Council,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,721 Fawcett Ave Ste 100,Tacoma,98402,WA,Lindsey Lenox,47.256566,-122.44344,http://maps.google.com/maps?&z=10&q=47.2565661+-122.44344039999999&ll=47.2565661+-122.44344039999999,
Native Health Of Spokane NATIVE Project,1326123670,0,,Office hours-Mon-Fri 8am-5pm Morning ? After 8:30am Evening ? after 5pm Closed for Lunch-12pm-1pm; Weekends,1,0,Tribal,Dentist,0,Appointment Only,Not Accepting,Not Accepting,Not Accepting,,1803 W Maxwell Ave,Spokane,99201,WA,Konstanza Von Sternberg,47.670505,-117.439122,http://maps.google.com/maps?&z=10&q=47.6705054+-117.43912160000002&ll=47.6705054+-117.43912160000002,
Southwest Washington Med Ctr,1134178999,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,400 Ne Mother Joseph Place,Vancouver,98664,WA,Lindsey Lenox,45.623809,-122.581708,http://maps.google.com/maps?&z=10&q=45.6238087+-122.5817083&ll=45.6238087+-122.5817083,
